D94.	Transformation: man to ogre.
K61.	Contest in pushing hole in tree.
K62.	Contest in squeezing water from a stone.
K63.	Contest in biting a stone.
K71.	Deceptive contest in carrying a tree: riding.
K72.	Deceptive contest in carrying a horse.
K73.	Deceptive contest in squeezing hands.
K74.	Deceptive contest in pulling fingers.
K170.1.	Deceptive partnership between man and ogre.
K175.	Deceptive bargain: three wishes.
K183.	Deceptive bargain: the ogre and the copper coins.
K619.	Cannibals advised to be absent while hero is being cooked; else he will not taste right. He escapes.
K1615.	Ogre's own moccasins burned.
G510.	Ogre killed, maimed, or captured. India: Thompson-Balys.
C742.	Tabu: striking monster twice. Though the monster begs that hero strike him again, hero refuses. Monster would otherwise revive. K 895. Cannibals enticed to climb slippery barricade; fall.
K952.2.	Man trans- forms self to gadfly to enter giant's stomach and kill him.
L311.	Weak (small) hero overcomes large fighter.
G510.1.	Defeated giant gives his daughter to victor. (Cf.
G512.0.3.	) India: Thompson-Balys.
G530.2.	Help from ogre's daughter (or son).
G510.2.	Secrets forced from overpowered monster. (Cf.
G515.	) India: Thompson-Balys.
G510.3.	Defeated giant becomes friend and helper of victor. India: Thompson-Balys.
G510.4.	Hero overcomes devastating animal. Icelandic: þidriks saga II 125ff., 135—38; India: Thompson-Balys.
B11.11.	Fight with dragon,
H1471.	Watch for devastating monster.
G510.5.	Ogress with knife tail defeated by hunter. Eskimo (Greenland): Rasmussen II 160, III 151, Rink 160.   ## p. 357 (#375) ############################################  G. Ogres 357
G511.	Ogre blinded. **Hackman die Polyphemsage; Gaster Thespis 334; Icelandic: *Boberg.
F531.1.1.3.	Blind giant.
G121.	Blind giant ogre.
G501.	Stupid ogre.
G612.	The one eye of the three giants stolen,
K1011.	Eye-remedy. Dupe blinded.
Q451.7.	Blinding as punishment.
S165.	Mutilation: put- ting out eyes.
G511.1.	One-eyed giant (ogre) blinded (and killed) by arrow. Irish myth: Cross.
G512.	Ogre killed. *Type 328; Irish myth: *Cross; Icelandic: *Boberg; Lappish: Qvigstad FFC LX 59 No. 140; India: *Thompson-Balys; Tuamotu: Stimson MS (z-G. 13/249); Eskimo (Greenland): Rink 107, 138; West Indies: Flowers 454. Bil.1l. Fight with dragon
G312.	Cannibal ogre.
K824.1.	Sham doctor kills ogre (giant).
G512.0.1.	Hero kills trouble-making evil strong men. India: Thompson- Balys.
G512.0.2.	Ogre's daughter killed together with her father. Icelandic: Hálfdanar saga XVII 1, XVIII 7, Boberg.
G512.0.3.	Hero killing an ogress gains her adopted daughter for his wife. (Cf.
G510.1.	) India: Thompson-Balys.
G530.2.	Ogre's daughter as helper.
G512.1.	Ogre killed with knife (sword). Type 327***; India: *Thompson- Balys; Chinese: Graham.
G512.1.1.	Giant killed with magic knife. Breton: Sébillot Incidents s.v. "géant".
G512.1.2.	Ogre decapitated. India: Thompson-Balys.
G512.1.2.1.	Ogre's head and hands cut off and hung above city gate. India: Thompson-Balys.
H901.1.	Heads placed on stakes for failure in performance of task.
Q421.1.	Heads on stakes. Punishment by beheading and placing heads on stakes.
G512.2.	Ogre stoned to death. English: Wells 117 (Sir Torrent of Portyn- gale).
G512.3.	Ogre burned to death. Spanish: Espinosa Jr. No. 81; India: Thompson-Balys; Hawaii: Beckwith Myth 141, 195, 445; N. A. In- dian: *Thompson Tales 353 n. 274, (California): Gayton and Newman 70; Africa (Fang): Trilles 253, (Duala): Lederbogen Fables 57.
K955.	Murder by burning.
S112.	Burning to death.
G512.3.1.	Ogre killed by throwing hot stones (metal) into his throat. Oceanic (New Zealand, Tahiti, Hawaii, Melanesia, Indonesia, New Guinea, Polynesia): Dixon 61, 63, 69, 86, 133 n. 6; Maori: Beckwith Myth 196; Tahiti: ibid. 197 n. 21 and ch. 13 passim; N. A. Indian: *Thompson Tales 324 n. 167, 353 n. 274, (California): Gayton and Newman 70; Africa (Congo): Weeks 203 No. 1, (Fang): Tessman 150, (Boloki): Weeks Congo 203.
K721.1.	Dupe persuaded to close eyes and open mouth; then hot stones are thrown down throat.
K951.	Murder by choking.
K951.1.1.	Killing tiger by throwing hot hatchet into mouth.
K955.1.1.	Murder by hot iron in mouth.
G512.3.2.	Ogre burned in his own oven. *Type 327; *Cosquin RTP XXV 1, 65, 126 (= Etudes 349ff.); Saintyves Perrault 277ff.; Missouri French: Carrière; Am. Negro (Georgia): Harris Nights 314 No. 54;   ## p. 358 (#376) ############################################  358 Motif-Index of Folk-Literature India: Thompson-Balys; Filipino: Fansler MAFLS XII 442; Africa (Zanzibar): Bateman 190 No. 9; Jamaica: *Beckwith MAFLS XVII 271 No. 83.
G526.	Ogre deceived by feigned ignorance of hero. Hero must be shown how to get into oven (or the like).
K812.	Victim burned in his own house (or hiding place).
K1611.	Substituted caps cause ogre to kill his own children.
G512.3.2.1.	Ogre's wife (daughter) burned in his own oven. *Types 327, 327*; **Cosquin Études 349ff. (= RTP XXV 1ff.); Irish: MacCulloch Celtic 172; Finnish-Swedish: Hackman FFC VI No. *327C; Lithua- nian: Balys Index Nos. *327C, 327D; Italian: Basile Pentamerone V No. 4; India: *Thompson-Balys; Africa (Angola): Chatelain 113 No. 8; Jamaica: Beckwith MAFLS XVII 280 No. 98.
H79.1.	Troll's daughter after being cooked in kettle recognised by golden fingernail.
K527.	Escape by substituting another person in place of the intended victim.
K940.	Deception into killing own children or animals.
K1611.	Substituted caps cause ogre to kill his own children.
G512.3.3.	Grass as fuel for burning ogre. N. A. Indian (California): Gayton and Newman 79.
G512.3.4.	Jinn falls into cauldron of boiling oil, thinking it is food. India: Thompson-Balys.
G512.4.	Ogre persuaded to go into hole: buried alive. Italian: Basile Pentamerone IV No. 8.
G512.5.	Ogre killed by burning external soul.
G512.5.1.	Ogre killed by burning feather containing his life. India: Thompson-Balys.
E715.1.3.1.	Ogre's life in parrot's feather in man's pocket.
G512.6.	Giant killed by cutting his foot (feet) off. Icelandic: *Boberg.
S162.	Mutilation: cutting off legs (feet).
G512.6.1.	Giant's (ogre's) arm pulled (cut) off by defender of castle (house). Irish myth: Cross.
G512.7.	Backbone of ogre's old mother broken. Icelandic: *Boberg.
G530.3.	Help from ogre's mother.
S116.1.	Murder by grinding in mill.
G512.8.	Ogre killed by striking.
G512.8.1.	Ogre killed by striking with club. India: Thompson-Balys.
G530.2.	Ogre's daughter as helper.
G512.8.2.	Ogre killed by striking with stones. India: Thompson-Balys.
G512.8.3.	Boy sends magic spear against six-headed ogre and slays him. (Cf.
B11.11.	) Philippine (Tinguian): Cole 104.
G512.8.4.	Ogre whipped to death. Eskimo (Greenland): Holm 14.
G512.9.	Animal kills ogre. (Cf.
B524.	)
G512.9.1.	Ogre killed by helpful dogs. Africa: Biblioteca Africana IV 60.
G512.9.2.	Ogre torn to pieces by birds. Africa (Wachaga): Gutman 95.
G512.10.	Ogre killed by lightning. Africa (Fang): Trilles 164.
G512.11.	Ogre drowned. French Canadian: Sister Marie Ursule (
G519.	4); Tuamotu: Stimson MS (z-G. 3/1110, z-G. 13/249); Hawaii: Beckwith 174.   ## p. 359 (#377) ############################################  G. Ogres 359
G513.	Ogre killed and resuscitated so as to be of help to hero. India: Thompson-Balys.
E0.	Resuscitation.
G513.1.	Grateful ogre resuscitates his benefactor. India: Thompson- Balys.
N812.	Giant or ogre as helper.
G514.	Ogre captured. Irish myth: Cross; India: Thompson-Balys.
K700.	Capture by deception.
G514.0.1.	Demon must bring treasure to those who have released him. India: Thompson-Balys.
G672.	Hero in service of wild man.
G514.1.	Ogre trapped in box (cage). *Type 328; Köhler-Bolte I 306; Missouri French: Carrière; Breton: Sébillot Incidents s.v. "boite”; Indonesia: DeVries's list No. 244; Japanese: Ikeda; N. A. Indian: Thompson CColl II 359ff.
K714.	Deception into entering box (or prison).
G514.2.	Ogre imprisoned in his own house. Type 1167*.
K812.	Victim burned in his own house (or hiding place).
G514.2.1.	Ogre imprisoned in cave. India: Thompson-Balys.
G514.3.	Ogre caught in noose and killed. New Zealand: Dixon 61, Beck- with 266; Hawaii: Beckwith 174.
G514.4.	Ogre captured while transformed to animal. Missouri French: Carrière; Chinese: Werner 359.
G514.5.	Ogre tied to rock. Tuamotu: Beckwith Myth 268.
G514.5.1.	Hero pegs ogress to boulder. India: Thompson-Balys.
G514.6.	Ogresses caught in flood of lava. Hawaii: Beckwith Myth 174.
G514.7.	Ogre captured with decoy smeared with tar. He is then killed and thrown into water. Africa (Duala): Lederbogen Fables 60, 74.
K741.	Capture by tarbaby.
G514.8.	Ogre captured by animal.
G514.8.1.	Ogre captured by tortoise. Africa (Fang): Tessman 16.
G515.	Holy men keep devils under control. India: Thompson-Balys.
G519.	Ogre killed through other tricks.
K824.1.	Sham doctor kills ogre (giant).
K1082.	Ogres (large animals, sharp-elbowed women) duped into fighting each other.
G519.1.	Ogre's wife killed through other tricks. Type 1122.
G519.1.1.	Faithful hound kills ogre's wife. Irish myth: Cross.
G519.1.2.	Man pretends to cut toenails of cannibal woman: kills her. Eskimo (West Hudson Bay): Boas BAM XV 190.
G519.1.3.	Ogress lured in bridal bed and killed. Icelandic: Boberg.
T58.	Wooing the strong and beautiful bride.
G519.1.4.	Ogress tricked into falling into boiling spring. Maori: Beck- with Myth 196.   ## p. 360 (#378) ############################################  360 Motif-Index of Folk-Literature
G519.2.	Ogre killed with his own iron bar. Icelandic: *Boberg.
K818.2.	Giantess killed with the sword that she had given hero.
G519.3.	Cliff ogre thrown as food to his children. N. A. Indian (Zuñi): Benedict 335.
G519.4.	Ogre killed by blades falling in his food. India: Thompson-Balys.
K951.2.	Murder by feeding with bread full of pins.
G519.5.	Giant ogre tricked into running round a tree the branches of which catch the strokes of his iron bar, until he falls down dead. Icelandic: Boberg.
G520.	Ogre deceived into self-injury. *Type 328; N. A. Indian: Thomp- son CColl II 359.
J2401.	Fatal imitation.
K722.	Giant tricked into becoming mouse. Cat eats him up.
K890.	Dupe tricked into killing himself.
K1000.	Decep tion into self-injury.
Q342.	Inquisitiveness punished.
G521.	Ogre made drunk and overcome. *BP III 106; Greek: Frazer Apollodorus I 32f.; Gaster Thespis 328; Japanese: Anesaki 306; Africa (Yoruba): Ellis 258 No. 1.
K870.	Fatal deception by narcotic (intoxication).
M400.	Curses.
G522.	Ogre persuaded to drink pond dry bursts. *Type 327; BP I 115; India: Thompson-Balys.
K82.	Deceptive drinking contest.
K890.	Dupe tricked into killing him- sell.
G522.1.	Ogre drinks till he bursts—turns into fog. Eskimo (Greenland): Rasmussen III 104; Koryak: Jochelson JE VI 141.
G523.	Ogre kills self when he sees crumbs lying on his belly. Indonesia: DeVries's list No. 243.
G524.	Ogre deceived into stabbing himself. He imitates the hero who has stabbed a bag of blood. Fb “mave” II 565; S. A. Indian (Amazon): Alexander Lat. Am. 300; Missouri French: Carrière.
J2400.	Foolish imitation.
J2411.1.	Imitation of magic rejuvenation un- successful.
K81.1.	Deceptive eating contest: hole in bag. The hero slips his food into a bag and makes the ogre believe that he is the greater eater.
K113.	Pseudo-magic resuscitating object sold. Dupe kills his wife (mother) and is unable to resuscitate her.
K522.1.	Escape by shamming death: blood and brains.
K890.	Dupe tricked into killing himself.
K1875.	Deception by sham blood.
G524.1.	Ogre deceived into hanging himself. Chinese: Graham; Africa (Masai): Fuchs Sagen, Mythen, und Sitten der Masai (Jena, 1910) 21ff. No. 4.
G525.	Sea people give the ogre brandy (tar). Finnish: Aarne FFC XXXIII 44 No. 62**; Lappish: Qvigstad FFC LX 47 No. 68.
G525.1.	Witch wishes to have as pretty teeth as man: drinks boiling oil. India: Thompson-Balys.
K1013.	False beauty doctor. Trickster pretends to make dupe beautiful. Injures him.
G526.	Ogre deceived by feigned ignorance of hero. Hero must be shown how to get into oven (or the like). Ogre shows him and permits him- self to be burnt. *Type 327; *Cosquin RTP XXV 1, 65, 126; Penzer I 157 n. 2, VII 123, 263; Saintyves Perrault 276; India: *Thompson- Balys; Indonesian: DeVries's list No. 244; Africa (Benga): Nassau 121ff. No. 12, (Zanzibar): Bateman 187 No. 9.
G512.3.2.	Ogre burned in his own oven.
J1284.1.	Show me how it is done,
K500.	Escape from death or danger by deception.
K550.	## p. 361 (#379) ############################################  G. Ogres 361 Escape by false plea.
K715.	Deception into allowing oneself to be hanged (“Show me how!")
K1611.	Substituted caps cause ogre to kill his own children.
G527.	Giant killed by his own bucket of death water; captive princess tells him to wash. India: Thompson-Balys.
G528.	Stupid ogre duped into cutting off his own buttocks. India: Thompson-Balys.
G530.	Ogre's relative aids hero.
H1233.4.2.	Quest accomplished with aid of giantess.
K640.	Escape by help of confederate.
K2210.	Treacherous relatives.
N812.	Giant or ogre as helper.
R162.	Rescue by captor's daughter (wife, mother).
G530.1.	Help from ogre's wife (mistress). *Types 302, 461; *Aarne FFC XXIII 160; Irish myth: *Cross; Icelandic: *Boberg; Breton: Sébillot Incidents s.v. "ogresse"; India: *Thompson-Balys; N. A. Indian: *Thompson Tales 325 n. 171.
G530.1.1.	Giant overcome and slain when his wife binds his hair to posts. Irish myth: *Cross.
K713.1.7.	Faithless wife ties sleeping husband's hair to bed, allowing lover to kill him.
K2213.3.	Faithless wife plots with paramour against husband's life.
G530.2.	Help from ogre's daughter (or son). (Cf.
G455.	) *Type 975**; **Aarne FFC XXIII 160f.; Irish myth: *Cross; Icelandic: MacCulloch Eddic 54, *Boberg; Italian: Basile Pentamerone III No. 9, V No. 4; Greek: Frazer Apollodorus I 109 n. 4; India: *Thompson-Balys; Mono-Alu: Wheeler 8f., 31, 44ff., 48; N. A. Indian: *Thompson Tales 325 n. 171; S. A. Indian (Ceuici): Alexander Lat. Am. 303; Africa (Zulu): Callaway 49, (Ekoi): Talbot 7.
G510.1.	Defeated giant gives his daughter to victor,
G512.0.3.	Hero killing an ogress gains her adopted daughter for his wife.
G512.8.1.	Ogre killed by striking with club.
H305.	Task: winning ogre's daughter for bride.
H335.0.1.	Bride helps suitor perform his tasks.
H970.	Help in performing tasks.
K781.	Castle captured with assistance of owner's daughter. She loves the attacker.
N812.4.	Giantess helps the man she loves.
N831.	Girl as helper.
R162.	Rescue by captor's daughter (wife, mother).
T91.1.	Giant's daughter loves hero.
T115.	Man marries ogre's daughter.
G530.3.	Help from ogre's mother. *Aarne FFC XXIII 158; Icelandic: Mac- Culloch Eddic 86; India: *Thompson-Balys; Jamaica: *Beckwith MAFLS XVII 274 No. 86.
G512.7.	Backbone of ogre's old mother broken.
G530.4.	Help from ogre's grandmother. *Type 812; India: Thompson- Balys. -
G530.5.	Help from old woman in ogre's house. India: Thompson-Balys.
G530.6.	Ogre's maidservant as helper. Chinese: Graham.
G532.	Hero hidden and ogre deceived by his wife (daughter) when he says that he smells human blood. *Type 327, 425, 461, 480; *Aarne FFC XXIII 161; Tegethoff 44; *BP I 289; *Fb “fugl” I 380; *Saintyves Perrault 303ff.; Roberts 219. India: *Thompson-Balys; Chinese: Graham; Eskimo (Kodiak): Golder JAFL XXII 16, (West Hudson Bay): Boas BAM XV 203, (Greenland): Rink 218; Africa (Zanzibar): Bateman 133, (Basuto): Jacottet 206 No. 30, (Gold Coast): Barker and Sinclair 124 No. 22.
G84.	Fee-fi-fo-fum.
G534.	Ogre tells wife how people may evade his power. Chinese: Gra- ham.   ## p. 362 (#380) ############################################  362 Motif-Index of Folk-Literature Ġ535. Captive woman in ogre's house helps hero. Icelandic: *Boberg; India: *Thompson-Balys.
N831.	Girl as helper.
R11.1.	Princess (maiden) abducted by monster (ogre).
G537.	Ogre defeated with divine help.
G537.1.	Ogre defeated with help of goddess. India: Thompson-Balys.
G550.	Rescue from ogre. *Types 311, 312, 313, 314, 590; Icelandic: *B0- berg; Breton: Sébillot Incidents s.v. “Barbe-bleu”; Missouri French: Carrière; Swiss: Jegerlehner Oberwallis 304 No. 30; Indonesia: Dixon 227; Africa (Kaffir): Theal 83; North Africa: *Saintyves Perrault 267; Jamaica: *Beckwith MAFLS XVII 271 No. 83, 273 No. 86.
H335.4.	4, Suitor task: to kill (defeat) unwelcome suitor.
K602.	“Noman”. Escape by assuming an equivocal name.
K603.	Escape under ram's belly.
R11.1.9.	Princess rescued from undesired suitor.
R111.1.1.	Rescue of princess from ogre.
G551.	Rescue from ogre by relative.
G551.1.	Rescue of sister from ogre by brother. *Type 312; Krappe Re- vue Celtique XLVIII (1931) 99ff., Rheinisches Museum f. Philologie N. F. LXXX 114ff. Lithuanian: Balys Index No. *454; Eskimo (W. Hudson Bay): Boas BAM XV 195; Jamaica: *Beckwith MAFLS XVII 274 No. 86; Africa (Zulu): Callaway 146, (Kaffir): Theal 134, (Hotten- tot): Bleek 62 No. 27.
R156.	Brother rescues sister(s).
G551.2.	Rescue of sister from ogre by another sister. *Type 311; Africa (Angola): Chatelain 103 No. 7.
R157.	Sisters rescue sisters.
G551.3.	Rescue of children from ogre by brother. *Type 327*; Africa (Kaffir): Kidd 233 No. 4; Jamaica: Beckwith XVII 271 No. 83.
