rownum	motif_id	text
44613	V464	Self-torture to secure holiness.
44614	V465	Clerical vices.
44615	V465.1	Incontinence of clergy.
44616	V465.1.1	Incontinent monk (priest).
44617	V465.1.1.1	Monk seduces girl; then kills her; becomes infidel.
44618	V465.1.1.2	Marriage of clerics.
44619	V465.1.2	Incontinent nun.
44620	V465.1.2.1	Nun hidden by abbess from pursuing knight betrays her own hiding place to him. Is afterwards abandoned.
44621	V465.1.2.2	Nun tempted into sinning with man who tells her God can't see things that happen in the dark.
44622	V466	Simony.
44623	V466.1	Pope guilty of simony.
44624	V467	Priest uses cook-book instead of breviary.
44625	V468	Priest is bribed into betraying the confessional.
44626	V470	Clerical vows.
44627	V471	Taking clerical vows heals disease.
44628	V472	Clerical vows because of disappointment in love.
44629	V472.1	Man becomes hermit when he realizes selfishness of his beloved's love.
44630	V473	Former monk refuses to take pay for his work, considering it as a religious act.
44631	V475	Renunciation of clerical vows.
44632	V475.1	Monk who has left order punished (dies in torment).
44633	V475.2	Monk who has left his order forgiven and miraculously reinstated.
44634	V475.3	Man who is disappointed with his religious order renounces his vow.
44635	V475.4	Saint leaves his order because he is fond of music.
44636	V475.5	Anchorite tempted by money to return to worldly life.
44637	V510	Religious visions.
44638	V510.1	God speaks in vision to devotee.
44639	V510.2	Only man without sin can see God.
44640	V511	Visions of the other world.
44641	V511.1	Visions of heaven.
44642	V511.1.1	Saints have visions of heaven.
44643	V511.1.2	Vision of angels defending road to heaven against devils.
44644	V511.2	Visions of hell.
44645	V511.2.1	Vision of fires of hell.
44646	V511.2.2	Vision of gate of hell.
44647	V511.2.3	Girl sees vision of her mother in hell. She chooses to live the poor life of her father which leads to heaven.
44648	V511.3	Visions of purgatory.
44649	V511.4	Visions of Land of the Saints.
44650	V512	Vision of judgment. Man sees his own soul being judged.
44651	V512.1	His faith into the balance. A clerk sees his good and evil deeds being weighed. He asks them to throw his faith in Christ (the Virgin) into the scale. He is saved.
44652	V512.2	Man whose only good deed was unintentional sees this deed outweigh all his evil in the scales of judgment.
44653	V513	Saints have miraculous visions.
44654	V513.1	Saint incited (instructed) through vision.
44655	V513.2	Vision of the earth in the devil's snares. Saint sees earth in snares.
44656	V514	Non-religious visions.
44657	V515	Allegorical visions.
44658	V515.1	Allegorical visions religious.
44659	V515.1.1	Vision of chairs (thrones) in heaven. Chairs of gold, silver, crystal (glass) assigned to saints according to merit.
44660	V515.1.2	Wife sees moon enter mouth of husband; husband sees star enter mouth of wife: famous child (saint) will be born.
44661	V515.1.3	Saint sees vision of flames covering Ireland quenched except for sparks; then great light appears, dispelling darkness. Flames are those of the faith brought by St. Patrick; they become less until restored by St. Columkill.
44662	V515.1.3.1	When shower falls, small stone becomes larger, large stone wastes away. Vision of present and future state of Irish church.
44663	V515.1.3.2	Vision in which swineherd sees yew tree upon a rock, with an oratory in front of it and angels ascending from it. Vision interpreted by druid as symbolizing founding of Cashel and the royal line of Munster.
44664	V515.1.4	Constantine's vision of the Cross.
44665	V515.1.5	Vision of dry bones.
44666	V515.2	Allegorical visions political.
44667	V515.2.1	Vision in which chieftain sees pair of gray seals that sucked at his two breasts. They are two of his allies who are being overpowered by invaders.
44668	V515.2.1.1	Vision in which king sees whelp reared by him gather dogs of Ireland and Britain against him but suffer death in battle at last. The whelp is one of king's two foster sons.
44669	V515.2.2	Vision in which saint foresees allegorically the ramifications of king's family Irish myth: Cross.
44670	V515.2.3	Vision in which king sees his four sons changed into lion, greyhound, beagle, cur, which fight with alternating success, until lion subdues the other three.
44671	V516	Vision of future.
44672	V520	Salvation.
44673	V522	Sinner reformed after visit to heaven and hell.
44674	V523	The only king ever saved in spite of himself.
44675	V525	Sinner who thinks of God saved; devotee who thinks of worldly things goes to hell.
44676	V526	Worship of particular deity brings reward of birth in Brahma-world.
44677	V530	Pilgrimages.
44678	V531	Pilgrimage to Holy Land.
44679	V531.1	Pilgrimage to follow roads Christ walked.
44680	V532	Pilgrimage to Mecca.
44681	V533	Pilgrimage to Benares.
44682	V535	Pilgrimage to Jerusalem.
44683	V540	Intervention of Providence saves person's life.
44684	V541	Man is prevented from taking passage on ship which later sinks.
44685	V542	Man hears voice telling him to leave danger spot in mine.
44686	W.  W. Traits of character	"d. Mdrchens I 359b s.v. ""Charakter-motive""."
44687	W0	Favorable traits of character.
44688	W2	Good inclinations enter body at puberty.
44689	W10	Kindness.
44690	W10.1	Saint never drives fly or gnat from his face.
44691	W10.2	Saint gives calf to wolf.
44692	W11	Generosity.
44693	W11.1	Philanthropist will give his spurs if someone will drive his horse for him. He has given away his coat, etc. to beggars. One finally asks for his spurs.
44694	W11.2	Munificent monarch.
44695	W11.2.1	Emperor thinks day lost when he gives no gifts.
44696	W11.2.2	King will not eat breakfast till gifts are given.
44697	W11.3	Man divides money into three parts: (1) for the poor, (2) for pilgrims, (3) for himself and family.
44698	W11.4	Man lets himself be sold as slave so as to practice generosity.
44699	W11.4.1	Brahmin steals to feed guests (deities).
44700	W11.5	Generosity toward enemy.
44701	W11.5.1	Ruler pardons his enemies.
44702	W11.5.1.1	Man pardons his assailants. They attack again and are killed.
44703	W11.5.2	Ruler pardons emissary who has come to murder him.
44704	W11.5.3	Wronged knight conquers enemy and then pardons him.
44705	W11.5.4	Conqueror returns defeated man's wife and family to him.
44706	W11.5.5	Conqueror spares city.
44707	W11.5.6	Ruler reproaches son for bringing him the head of his fallen enemy. Latter given honorable burial.
44708	W11.5.7	Man saved through intercession of enemy.
44709	W11.5.7.1	Man pays fine for enemy who is falsely accused.
44710	W11.5.8	Captor contributes to captive's ransom.
44711	W11.5.9	Warrior gives steed to his enemy.
44712	W11.5.9.1	Calumniated woman intercedes for accusers.
44713	W11.5.9.2	Man's life spared through the intercession of the daughter he has wronged. He has ordered her killed.
44714	W11.5.10	Champion grants requested boon of safe convoy to his enemies.
44715	W11.5.11	Chieftain spares enemies whom he takes unawares (unarmed).
44716	W11.5.11.1	"Chieftain who takes king unawares, spares him on condition that chieftain be called ""lover"" by women of king's tribe."
44717	W11.5.12	Hero in battle refuses to slay charioteers, women, or physicians.
44718	W11.6	Ruler generously settles quarrel between loser and finder of money.
44719	W11.7	Nobleman's generosity enables impoverished lover to entertain his lady.
44720	W11.7.1	Impoverished nobleman offers wife to ruler. Latter spares her honor and aids the couple.
44721	W11.8	General sends for king so that the latter may get credit for victory.
44722	W11.9	Prince donates all including a tooth. When he has nothing left he is asked for a gift. He allows man to extract a tooth from his mouth. (Father had offered reward to anyone persuading his son to have it extracted.)
44723	W11.10	Ruler protects thief. Asks for the stolen plate and hides it so that it will not be found on the culprit.
44724	W11.11	Ruler rewards man who would curb him.
44725	W11.12	"The generous correction. Ruler asks treasurer to give man 200 crowns. Treasurer makes error and puts down 300. Ruler raises sum to 400. ""I can't allow your pen to be more liberal than I."" Italian Novella: "
44726	W11.12.1	"King rewards knight with large sum of money. Chancellor: ""If you saw such a sum it would seem large to you."" King answers that it looks small and doubles it."
44727	W11.13	Novel sign of death. It is the first time that what he has given away seems too much.
44728	W11.14	Youngest brother shares wealth with older brothers who foolishly lost theirs.
44729	W11.15	Generous person refuses no man anything.
44730	W11.16	Generous king gives away his only eye.
44731	W12	Hospitality as a virtue.
44732	W12.1	Man (king) prefers death to loss of reputation for hospitality.
44733	W12.2	Man looks for strangers so as to bestow hospitality on them.
44734	W15	Woman shelters son's murderer out of charity.
44735	W15.1	Murderer goes to victim's son and asks to be killed. The son aids him to escape.
44736	W16	Bishop exchanges places with prisoner so as to have him return to his mother.
44737	W18	Envious man sets out to kill one who is noted for his generosity. He is won over by the generosity of his intended victim.
44738	W20	Other favorable traits of character.
44739	W21	Emperor friendly to everyone. Would act as he should like an emperor to act toward him if he were a common man.
44740	W23	Man never listens to scandal.
44741	W24	Man speaks no evil.
44742	W25	Equanimity of the comedian. When he sees his house carried off by a flood, he fiddles the whole time.
44743	W25.1	Equanimity of the enslaved unfortunate. Does not complain when beset by a series of misfortunes.
44744	W25.2	"Minister always says, ""It is for the best,"" when anything happens."
44745	W26	Patience.
44746	W27	Gratitude.
44747	W27.1	Man weeps with gratitude to God because He did not make him hideous as toad.
44748	W28	Self-sacrifice.
44749	W28.1	Woman drinks poison that son may be king.
44750	W28.2	Woman sacrifices life for son's honor.
44751	W28.3	Man leaps from vessel into jaws of sea-beast so as to save remaining passengers.
44752	W28.4	Saint threatens to take place of homicide in hell unless soul is released.
44753	W31	Obedience.
44754	W32	Bravery.
44755	W32.1	King Richard leads host to victory by leaping his horse overboard.
44756	W33	Heroism.
44757	W33.1	Badly wounded warrior continues fighting.
44758	W33.2	Warrior refuses to delay battle in return for promise of long, happy life.
44759	W34	Loyalty.
44760	W34.1	Man constrained to flee with leader' s fiancie resists her blandishments.
44761	W34.2	Loyal friends refuse to fight against disgraced comrade.
44762	W34.3	Cowardly to leave battle while lord is alive.
44763	W34.4	Fakir rewarded by prince with a life of luxury in city chooses to return to his monkey friends in jungle.
44764	W35	Justice.
44765	W35.1	"Man picked to judge bull-fight because he is ""no fairer to his friend than to his foe."""
44766	W35.2	Upright judge refuses a bribe: he is responsible to a higher tribunal called Conscience.
44767	W37	Conscientiousness.
44768	W37.0.1	Man never breaks his word.
44769	W37.1	Oil well digger runs out of money, leaves the country, forgetting to tell his driller. He returns fifty years later, finds the driller still drilling away.
44770	W37.2	Man keeps promise to return to be eaten by tiger: let go without harm.
44771	W37.3	Rabbi returns jewel found with bought ass. He had not paid for it.
44772	W43	Peacefulness.
44773	W45	Honor.
44774	W45.1	Prostrate soldier asks his enemy to stab him in the chest instead of the back in order to save his honor. The captor frees him and the two become friends.
44775	W100	Unfavorable traits of character.
44776	W110	Unfavorable traits of character personal.
44777	W111	Laziness.
44778	W111.1	Contest in laziness. Each cites instances of his laziness.
44779	W111.1.1	Man lets legs burn in fire rather than move them.
44780	W111.1.1.1	Man is burned to death because he is too lazy to put out spark.
