type_id	label	text
740**	The Brother (the Poor Man) about to Hang Himself Finds a Treasure (previously The Brother to Hang Himself)	The Brother (the Poor Man) about to Hang Himself Finds a Treasure (previously The Brother to Hang Himself). A rich greedy man, asked for help by his poor brother, gives him instead of money a rope and advises him to hang himself. The poor brother chooses a tree under which the rich man has buried money. When he tries to hang himself, the tree snaps at ground level and he discovers the treasure . The rich brother, having lost his treasure, hangs himself. Cf. Type 910D. 
745	Hatch-penny	Hatch-penny. This miscellaneous type comprises various tales dealing with money (treasure) that always returns to its owner or brings bad luck to anyone who steals it . Cf. Type 745A. 
745A	The Predestined Treasure	The Predestined Treasure. A miser finds money (treasure), but a voice tells him that it is predestined for someone else. The miser hides it in a hollow tree and throws it into the sea (loses it in a flood). A fisherman finds the treasure and gives it to a smith (a smith finds it when working). The former owner pays a visit to the finder and tells his story. The finder gives him three pastries (caskets), one filled with earth, one with bones and one with the treasure. The miser choses the wrong one. Thereupon the new owner tries to repay the miser and gives him a cake with the money inside. The miser pays for other goods with it and finally, after other events, the money reaches the predestined owner again . Cf. Types 736, 736A, 745, 841, 947, 947A, 961, and 961B. 
74C*	Rabbit Throws a Coconut	Rabbit Throws a Coconut. A rabbit (monkey) sits in a tree eating (prickly) fruit (coconuts). A wolf (coyote, crab) asks him to throw one down. The rabbit throws a coconut and (almost) kills the wolf (throws a prickly fruit which kills the wolf). Cf. Type 136. 
74D*		
75	The Help of the Weak	The Help of the Weak. Cf. Type 233B. This tale exists chiefly three different forms: (1) A lion (tiger, bear, elephant) catches a mouse (squirrel, rat) (the mouse disturbs his sleep). The mouse begs for its freedom and promises to come to the rescue of the lion in the future. The lion laughs but sets the mouse free. Later, when the lion is caught in a net (pit, or tied with a rope), the mouse comes and gnaws him free (fills the hole with sand) . (2) A mouse (rat) runs under a net where a cat is also caught. When the danger is past, the mouse gnaws the net to free the cat out of gratitude that the cat did not eat him. The mouse says he regrets that a longer friendship between the two of them will not be possible . (3) A lion asks a mouse to rescue him from a net. In return, the mouse asks to marry the lion's daughter. The lion at first refuses but then agrees to the marriage. The lioness (accidentally) treads on the mouse. Cf. Type 233B. 
75*	The Wolf and the Nurse (previously Wolf Waits in Vain for the Nurse to Throw away the Child)	The Wolf and the Nurse (previously Wolf Waits in Vain for the Nurse to Throw away the Child). A hungry wolf (tiger) hears a nursemaid (mother) threaten her child that she will give him to the wolf if he does not stop crying. The wolf waits expectantly for this event. When the child starts crying again, the nursemaid comforts him by saying that she had not really meant what she said and she would kill the wolf if it ever came near the child. The wolf goes away still hungry . Or, the waiting wolf is killed the following morning by the villagers. 
750*	Hospitality Blessed	Hospitality Blessed. God (and St. Peter) rewards the hospitable farmer and punishes the inhospitable one . Cf. Types 750B, 750D. In some versions (mostly Hungarian and Czech) a poor woman offers soup to Christ and St. Peter . They reward the woman because they appreciate the specks of fat as “stars” in the soup. When the neighbor woman asks Christ and St. Peter to eat her soup, it is covered with fat and the woman is not rewarded at all. 
750**	Girls Plucking Berries	Girls Plucking Berries. One of them answers an old man (God ) in a friendly manner and is rewarded. The other gives a discourteous answer and is punished . Cf. Type 480. 
750A	The Three Wishes (previously The Wishes)	The Three Wishes (previously The Wishes). (The Poor and the Rich.) Christ and St. Peter (God, other supernatural being) visit the mortals . A poor farmer who receives them hospitably is granted three good wishes; a rich man, who refused hospitality, receives three evil wishes . Cf. Types 330, 471. The generous poor person uses his three wishes wisely; the selfish rich man makes two foolish wishes  (his horse's neck broken, his wife stuck to the saddle) and must use the third to undo them. (The same with one wish: to keep doing all day what you begin ; one gets good linen all day, while the other throws water on a pig .) Or, a husband given three wishes transfers one to his wife who wastes it on a trifle. In his anger he wishes the desired article in her body and must use the third wish to get it out . 
750B	Hospitality Rewarded	Hospitality Rewarded. After Christ and St. Peter  (pious beggar) have been refused hospitality in a house where a wedding is taking place, they are received hospitably in a poor man's house. The farmer kills his only cow (sheep) for them, whereupon it comes to life again (many new cows appear) . Cf. Types 750D, 750*, and 759*. 
750C	God Punishes a Bad Woman	God Punishes a Bad Woman. A man is kind to a beggar (God ), but his wife is unkind . The beggar invites the man to him and shows him (among other things) that the woman has been turned into a cow . 
750D	God (St. Peter) and the Three Brothers	God (St. Peter) and the Three Brothers. (Including the previous Type 550A.) God (magician) grants each of three brothers a wish. They choose (1) plenty of wine, (2) sheep, (3) a good wife. Later, when God (magician) comes as a beggar  he is refused hospitality by the two elder brothers and he takes their wine and sheep away. The youngest brother and his wife are rewarded for their hospitality. Cf. Types 750B, 750*, and 752A. 
