ref_term,usage_count,category,subcategory,confidence,toponym,explanation,coordinates,notes
No. Am. Indian (Eastern Ecuador),1,ethnic_tribal,indigenous_group,0.8,Eastern Ecuador,"Refers to indigenous peoples living in the eastern (Amazonian) regions of Ecuador, likely including groups such as the Shuar, Achuar, Huaorani, and other Amazonian tribes","[-2.0, -77.0]",
No. Am. Indian (Eskimo),1,ethnic_tribal,indigenous_group,0.9,Canadian Arctic,"Refers to Inuit peoples (formerly called 'Eskimo' in English) who are indigenous to Arctic regions of North America, primarily in northern Canada and Alaska. Note that 'Eskimo' is considered outdated/offensive in Canada, with 'Inuit' being the preferred term, though 'Eskimo' remains in use in Alaska.","[68.3, -133.7]",
No. Am. Indian (Flathead),1,ethnic_tribal,indigenous_group,0.95,"Flathead Valley, Montana","The Flathead (also known as Salish) are an indigenous people historically located in present-day western Montana. Despite their name, they did not practice head flattening. They traditionally lived in the Flathead Valley and surrounding areas.","[48.2, -114.3]",
No. Am. Indian (Gros Ventre),1,ethnic_tribal,indigenous_group,0.95,Fort Belknap Indian Reservation,The Gros Ventre (also known as A'aninin) are a Native American tribe historically located in north-central Montana. They are one of the primary tribes residing on the Fort Belknap Indian Reservation. 'No. Am. Indian' is an older term for Native American/Indigenous peoples of North America.,"[48.4, -108.7]",
No. Am. Indian (Hare),1,ethnic_tribal,indigenous_group,0.9,Northwest Territories,"Refers to the Hare (K'áshogot'ıne or Kawchodinne) people, a First Nations/Dene group traditionally living in the Northwest Territories of Canada, particularly around Great Bear Lake and the Mackenzie River region","[65.0, -125.0]",
No. Am. Indian (Jnbaros),1,ethnic_tribal,indigenous_group,0.5,Amazon region,"This appears to be a misspelling of 'Jíbaros' (also known as Shuar), an indigenous people of the Amazon rainforest region of Ecuador and Peru. The 'No. Am. Indian' prefix appears to be an error, as Jíbaros are South American, not North American.","[-2.5, -78.0]",
No. Am. Indian (Kato),1,ethnic_tribal,indigenous_group,0.95,"Laytonville, California","The Kato (also Cahto) are a Native American tribe who traditionally lived in northwestern California, primarily in what is now Mendocino County. They are part of the Athabaskan language family and closely related to the Hupa people.","[39.6877, -123.4822]",
No. Am. Indian (Kickapoo),1,ethnic_tribal,indigenous_group,0.95,Kansas,"The Kickapoo are a Native American/First Nations tribe historically from the Great Lakes region who were displaced and moved to reservations in Kansas, Oklahoma, and Texas. 'No. Am. Indian' is a qualifier indicating North American Indigenous peoples.","[39.7, -95.2]",
No. Am. Indian (Kutenai),1,ethnic_tribal,indigenous_group,0.95,Kootenay River region,"The Kutenai (also spelled Kootenai or Ktunaxa) are an indigenous people traditionally inhabiting parts of southeastern British Columbia, northern Idaho, and northwestern Montana along the Kootenay River basin","[49.5, -116.0]",
No. Am. Indian (Luiseso),1,ethnic_tribal,indigenous_group,0.95,San Luis Rey Valley,The Luiseño (also spelled Luiseso) are a Native American people who traditionally lived in Southern California. Their territory centered around present-day San Luis Rey Valley and northern San Diego County. They are named after the Mission San Luis Rey de Francia.,"[33.2147, -117.3394]",
No. Am. Indian (Menominee),1,ethnic_tribal,indigenous_group,0.95,Wisconsin,"The Menominee are a Native American tribe historically and currently located in Wisconsin, particularly around the Menominee River area. They are one of the federally recognized tribes in the United States.","[45.0, -88.5]",
No. Am. Indian (Mexico),1,ethnic_tribal,indigenous_group,0.7,Mexico,"Refers to indigenous peoples/tribes of Mexico, though the term 'North American Indian' is somewhat confusing when applied specifically to Mexico. This likely refers to indigenous Mexican groups like the Nahua, Maya, Zapotec and others","[23.6345, -102.5528]",
No. Am. Indian (Montagnais),1,ethnic_tribal,indigenous_group,0.95,Quebec,The Montagnais (now known as Innu) are an indigenous First Nations people who traditionally inhabited eastern Quebec and Labrador. The term 'Montagnais' was given by French settlers and means 'mountain people' in French. The 'No. Am. Indian' prefix indicates this is a North American Indigenous group.,"[51.5, -69.0]",
No. Am. Indian (N'tlaka'panaq),1,ethnic_tribal,indigenous_group,0.9,British Columbia,"N'tlaka'panaq (also known as Nuxalk or Bella Coola) is an Indigenous people traditionally located in the central coast region of British Columbia, Canada. They are part of the broader First Nations groups of North America.","[52.3667, -126.75]",
No. Am. Indian (Peoria),1,ethnic_tribal,indigenous_group,0.95,Illinois,"The Peoria were a Native American tribe of the Illinois Confederacy, historically located in present-day Illinois near the Illinois River. 'No. Am. Indian' indicates North American Indian, with Peoria being the specific tribe referenced.","[40.6936, -89.589]",
No. Am. Indian (Plains Tribes),1,ethnic_tribal,indigenous_group,0.9,Great Plains,"Refers collectively to various Native American tribes that historically inhabited the Great Plains region of North America, including groups like the Lakota, Cheyenne, Crow, Blackfeet, and others who shared similar cultural traits like horse culture and buffalo hunting","[43.0, -100.0]",
No. Am. Indian (Pueblo),1,ethnic_tribal,indigenous_group,0.95,New Mexico,"Refers to Pueblo peoples, a group of Native American tribes historically and currently located primarily in New Mexico and parts of Arizona, known for their distinctive architectural and cultural traditions of living in terraced pueblo settlements","[35.687, -105.9378]",
No. Am. Indian (Quileute),1,ethnic_tribal,indigenous_group,0.95,"La Push, Washington","The Quileute are a Native American tribe traditionally located on the western coast of Washington state, specifically around La Push and the Olympic Peninsula. They are federally recognized and known for their rich maritime culture and presence in contemporary popular culture.","[47.9132, -124.6352]",
No. Am. Indian (Salishan),1,linguistic,indigenous_language_family,0.9,Pacific Northwest,"Salishan refers to a language family of indigenous peoples primarily located in British Columbia, Canada and the U.S. Pacific Northwest. The Salish peoples traditionally occupied territories from coastal British Columbia to Montana, including parts of Washington, Idaho and Oregon.","[48.5, -121.5]",
No. Am. Indian (San Carlos Apache),1,ethnic_tribal,indigenous_group,0.95,San Carlos Apache Indian Reservation,"Refers to the San Carlos Apache tribe, a federally recognized Native American tribe located primarily on the San Carlos Apache Indian Reservation in eastern Arizona. They are one of several Western Apache groups.","[33.3167, -110.1653]",
No. Am. Indian (Sarcee),1,ethnic_tribal,indigenous_group,0.95,Alberta,"The Sarcee (also known as Tsuut'ina) are a First Nations band in Alberta, Canada. They are historically affiliated with the Athabascan language family and traditionally lived in the Calgary area.","[51.0, -114.0]",
No. Am. Indian (Shivwits),1,ethnic_tribal,indigenous_group,0.95,Utah,"The Shivwits are a band of Southern Paiute Native Americans historically located in southwestern Utah. They are one of five official bands of the Paiute Indian Tribe of Utah (PITU). Their traditional territory was primarily in what is now Washington County, Utah.","[37.1, -113.5]",
No. Am. Indian (Snohomish),1,ethnic_tribal,indigenous_group,0.95,Puget Sound,"The Snohomish are a Native American tribe indigenous to the Puget Sound region of Washington state, specifically around the Snohomish River valley and estuary. 'No. Am. Indian' is an older terminology indicating North American Indigenous peoples.","[47.9129, -122.0982]",
No. Am. Indian (Tillamook),1,ethnic_tribal,indigenous_group,0.95,Tillamook County,"The Tillamook were a Native American tribe who lived along the Oregon coast. They spoke a Salishan language and inhabited the area around what is now Tillamook County, Oregon. They were also known as the Killamook or Calamox people.","[45.4568, -123.8447]",
No. Am. Indian (Toba),1,ethnic_tribal,indigenous_group,0.9,Gran Chaco,"The Toba (also known as the Qom people) are an indigenous group primarily located in the Gran Chaco region of northern Argentina, Paraguay, and southern Bolivia. Note that 'No. Am.' appears to be an error in the reference as Toba are South American, not North American.","[-25.4, -60.2]",
No. Am. Indian (Twana),1,ethnic_tribal,indigenous_group,0.95,"Hood Canal, Washington",The Twana (also known as Skokomish) are a Native American tribe traditionally located along Hood Canal in western Washington state. They are part of the Coast Salish peoples of the Pacific Northwest.,"[47.3667, -123.1667]",
No. Am. Indian (Wampanoag),1,ethnic_tribal,indigenous_group,0.95,Massachusetts,"The Wampanoag are a Native American tribal confederation primarily associated with present-day Massachusetts and Rhode Island. They were among the first indigenous peoples to encounter the Pilgrims and were historically centered around the Cape Cod, Plymouth and Martha's Vineyard areas.","[41.9, -70.7]",
No. Am. Indian (Wasco),1,ethnic_tribal,indigenous_group,0.95,Columbia River Gorge,"The Wasco are a Native American tribe traditionally located along the Columbia River in Oregon/Washington. They are one of the Chinookan peoples and were historically based near The Dalles, Oregon. Today they are part of the Confederated Tribes of Warm Springs.","[45.6, -121.2]",
No. Am. Indian (White Mountain Apache),1,ethnic_tribal,indigenous_group,0.95,Fort Apache Indian Reservation,The White Mountain Apache are a Western Apache tribe located primarily on the Fort Apache Indian Reservation in eastern Arizona. They are one of several Western Apache groups and take their name from the White Mountains region where they traditionally lived.,"[33.8, -109.9]",
No. Am. Indian (Wichita),1,ethnic_tribal,indigenous_group,0.95,Kansas,"The Wichita are a confederacy of Southern Plains Native American tribes historically located in Kansas, Oklahoma, and Texas. The term 'No. Am. Indian' specifies this refers to the North American indigenous Wichita people rather than the city name.","[37.6, -97.3]",
