Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: K1043.	Dupe induced to eat sharp (stinging, bitter) fruit.
Skipped line. No motif ID found. Original line: X34.	Use of itch-producing ointment.
Skipped line. No motif ID found. Original line: J2134.2.	Trickster eats medicines that physic him. N. A. Indian: *Thomp- son Tales 303 n. 109h, (California): Gayton and Newman 83.
Skipped line. No motif ID found. Original line: J2134.2.1.	Numskulls eat medicine that physics them. Biscayans pour medicine into rice for broth with which to cook rice. Spanish: Childers.
Skipped line. No motif ID found. Original line: J2135.	Numskull starves himself.
Skipped line. No motif ID found. Original line: J2135.1.	Fasting the first month. Numskull having enough food to last him eleven out of the twelve months fasts the entire first month so as to get the ordeal over. He starves with eleven months' supply on hand. Clouston Noodles 89; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2213.3.	The seventh cake satisfies. Crake
Skipped line. No motif ID found. Original line: J2136.	Numskull brings about his own capture. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: H1532.	Wedge test. Hero is caught in cleft of tree.
Skipped line. No motif ID found. Original line: J581.	Foolishness of noise-making when enemies overhear.
Skipped line. No motif ID found. Original line: J582.	Foolishness of pre- mature coming out of hiding.
Skipped line. No motif ID found. Original line: K700.	Capture by deception.
Skipped line. No motif ID found. Original line: K1022.1.	Wolf overeats in cellar.
Skipped line. No motif ID found. Original line: K1111.	Dupe puts hand (paws) into cleft of tree (wedge, vise).
Skipped line. No motif ID found. Original line: K1600.	Deceiver falls into own trap.
Skipped line. No motif ID found. Original line: J2136.1.	Coyote wears fox's rattle; caught in brush and injured. N. A. Indian: *Thompson Tales 306 n 109bb.
Skipped line. No motif ID found. Original line: K1022.6.	Fox eats cake: gets brass pot caught on neck.   ## p. 185 (#189) ############################################  J. The wise and the foolish 185
Skipped line. No motif ID found. Original line: J2136.2.	Trickster gets caught on a fishhook. N. A. Indian: *Thompson Tales 306 n. 109y.
Skipped line. No motif ID found. Original line: J2136.3.	Goat eats in garden and is caught. Fox says, "If your sense were as long as your beard, you would look for exits as well as entrances." Spanish: Boggs FFC XC 33 No. 128.
Skipped line. No motif ID found. Original line: J2136.4.	Trickster pinched by shellfish (crab). Bødker Exempler 281 No. 26; Spanish Exempla: Keller; India: Thompson-Balys; Japanese: Ikeda; Indonesia: DeVries's list Nos. 60, 62, 63; West Indies: Flowers 488.
Skipped line. No motif ID found. Original line: J2136.5.	Careless thief caught.
Skipped line. No motif ID found. Original line: J2136.5.1.	Thief stops to admire beautiful things before stealing them. Caught. Scala Celi 58a No. 324; **Zachariae Studien zur vgl. Litg. IX 284ff.; Spanish Exempla: Keller; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: K420.	Thief loses his goods or is detected.
Skipped line. No motif ID found. Original line: J2136.5.1.1.	Thief debates whether to take one thing or another. Caught. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2183.	The dog between the two castles.
Skipped line. No motif ID found. Original line: J2136.5.2.	Talkative thief caught. Zachariae Kleine Schriften 179; Krappe Bulletin Hispanique XXXIX 22 No. 101; Jewish: bin Gorion Born Judas IV 66; India: Thompson-Balys; Indonesia: Coster- Wijsman 66 No. 112.
Skipped line. No motif ID found. Original line: J2350.	Talkative fool.
Skipped line. No motif ID found. Original line: J2351.	Animal betrays himself to his enemies by talking.
Skipped line. No motif ID found. Original line: W151.8.	Thieves quarrel over booty: owner comes.
Skipped line. No motif ID found. Original line: J2136.5.3.	Thief of deer cuts it up and keeps counting pieces. Rescued by wife. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.4.	Numskull as thief's assistant wakens owner. Pleads success- fully that he was trying to awaken the household and prevent theft. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1160.	Clever pleading.
Skipped line. No motif ID found. Original line: J2136.5.5.	Foolish thief cooks food and awakens household. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.6.	Foolish thief asks help of owner. Caught. (Cf.
Skipped line. No motif ID found. Original line: J2223.	) India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.6.1.	Master asked to help in the theft. The fool sent in by thieves is told to bring out the heaviest thing. As this is a grain-grinder and he cannot carry it, he wakes the master of the house to help him. Clouston Noodles 142; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.7.	Thieving numskull beats drum (blows trumpet, etc.) he finds in outhouse. Caught. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.8.	Thieves disposed of one at a time. They will not help each other since the fewer thieves there are the more there is to share. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2136.5.9.	Thieving wolf persuaded to sing. Caught. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: K1022.	Dupe persuaded to steal food. Cannot escape.
Skipped line. No motif ID found. Original line: J2136.6.	Animal caught in animal carcass. (Cf.
Skipped line. No motif ID found. Original line: J2131.5.	)   ## p. 186 (#190) ############################################  186 Motif-Index of Folk-Literature
Skipped line. No motif ID found. Original line: J2136.6.1.	Greedy jackal caught in carcass of dead bullock. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2137.	Death through lack of foresight.
Skipped line. No motif ID found. Original line: J951.6.	King of jackals caught because of his large banner.
Skipped line. No motif ID found. Original line: J2137.1.	The louse invites the flea. The flea bites the man and jumps away. The bed is searched and the louse killed. Chauvin II 89 No. 27; Spanish Exempla: Keller; Bødker Exempler 283 No. 29; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J680.	Forethought in alliances.
Skipped line. No motif ID found. Original line: J2137.2.	Dogs of wolf color join the wolves. As soon as they have killed the other dogs the wolves then turn on the wolf-colored dogs which they have persuaded to join them. Pauli (ed. Bolte) No. 431.
Skipped line. No motif ID found. Original line: K191.	Peace between sheep and wolves.
Skipped line. No motif ID found. Original line: K2000.	Hypocrites.
Skipped line. No motif ID found. Original line: J2137.3.	Bee rests on water lily which closes over it at night and kills it. *Chauvin II 89 n. 1.
Skipped line. No motif ID found. Original line: J2137.4.	Crocodile swallows water-snake, which kills him. Herbert III 44; Hervieux IV 192 No. 18.
Skipped line. No motif ID found. Original line: J2137.5.	Sheep killed by the butcher, who they are persuaded will spare them. Wienert FFC LVI 64 (ET 282), 118 (ST 286).
Skipped line. No motif ID found. Original line: J2137.6.	Camel and ass together captured because of ass's singing. *Chauvin III 49 No. 1; Spanish: Espinosa III Nos. 199—201, 204—5; India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J581.	Foolishness of noise-making when enemies overhear.
Skipped line. No motif ID found. Original line: J2351.	Ani- mal betrays himself to his enemies by talking.
Skipped line. No motif ID found. Original line: J2137.7.	King attempts to visit the spirit world underground and dies in a tunnel. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: F92.	Pit entrance to lower world. Entrance through pit, hole, spring, or cavern.
Skipped line. No motif ID found. Original line: J2143.	Foolish interference in quarrel of the strong fatal to the weak.
Skipped line. No motif ID found. Original line: J811.2.	Fox refuses to mediate between lion and lioness.
Skipped line. No motif ID found. Original line: J2143.1.	Sparrow_intervenes in quarrel between elephants: crushed to death. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2146.	Disastrous jump to retrieve lost object.
Skipped line. No motif ID found. Original line: J2146.1.	Miser jumps into a ravine to retrieve single grain. Breaks both legs. India: *Thompson-Balys.
Skipped line. No motif ID found. Original line: J2146.2.	Man leaps into river and drowns in effort to save his treasure. Spanish Exempla: Keller.
Skipped line. No motif ID found. Original line: J2160.	Other short-sighted acts.
Skipped line. No motif ID found. Original line: J166.	Wisdom from books bought at great price. Nine books first offered at certain price. Finally after this is refused and the owner throws six of them into the fire, the king pays the same price for three of them. Finds them filled with wisdom.
Skipped line. No motif ID found. Original line: J677.	Foolishness of king taking a washerman for chief minister: washerman makes no preparation for war and kingdom is conquered.
Skipped line. No motif ID found. Original line: J2161.	Short-sightedness in dressing.
Skipped line. No motif ID found. Original line: J2161.1.	Jumping into the breeches. Trying to draw both legs on at once. Type 1286; Köhler-Bolte I 82; Clouston Noodles 201.   ## p. 187 (#191) ############################################  J. The wise and the foolish 187
Skipped line. No motif ID found. Original line: J2161.2.	Pulling on the shirt. The shirt is sewed together at the neck. The man's head is cut off so that the shirt can be put on him. *Type 1285; *Fb "skjorte" III 269a; Clouston Noodles 209; Christensen DF L 49.
Skipped line. No motif ID found. Original line: J2161.3.	Lacing the shoes. Fool laces bedcovering to shoe. Irish myth: Cross.
Skipped line. No motif ID found. Original line: J2162.	Short-sighted use of fire.
Skipped line. No motif ID found. Original line: J2162.1.	Burning the temple to attain notoriety. *Crane Vitry 143 No. 27.
Skipped line. No motif ID found. Original line: J2162.2.	Fool whose house is burning puts wood on the fire. Herbert III 63; Hervieux IV 280 No. 40.
Skipped line. No motif ID found. Original line: J2162.3.	Quenching the burning boat. People row to land and fetch water from a spring to put out the fire. Type 1330; Japanese: Ikeda.
Skipped line. No motif ID found. Original line: J2163.	Carrying the plow horse so as not to tramp up the field. (Cf.
Skipped line. No motif ID found. Original line: J2103.2.	) Type 1201; *Wesselski Bebel I 138 No. 43.
Skipped line. No motif ID found. Original line: J2163.1.	Numskulls carry one another through mud and the others back in order that not all get dirty. Christensen DF XLVII No. 32.
Skipped line. No motif ID found. Original line: J2163.2.	Sedan-bearers must carry master about searching for dog since they have refused to search. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J2164.	Short-sightedness in rowing.
Skipped line. No motif ID found. Original line: J2164.1.	Rowers pull in opposite directions. Type 1276.
Skipped line. No motif ID found. Original line: J2164.2.	Rowing in a boat which is tied up. Type 1276.
Skipped line. No motif ID found. Original line: J2165.	Carrying load up hill to roll it down. Fools carry log (millstone) down hill. They realize that they might have rolled it down. They therefore carry it back up hill to roll it down. Type 1213; Clouston Noodles 59.
Skipped line. No motif ID found. Original line: J2062.	Which way the sheep shall return.
