rownum	motif_id	motif_text_with_references
39413	Q111.5	Giant gives gold, silver and weapon as reward for good advice. Linked to Iceland
39414	Q111.6	Treasure as reward. Linked to China
39415	Q111.7	Jewels as reward. Linked to China, Linked to India, Referenced in Jewish religious texts
39416	Q111.8	Large quantity of land as reward. Linked to India
39417	Q112	Half of kingdom as reward. Associated with the tribe No. Am. Indian (Micmac), Associated with the tribe Africa (Yoruba)
39418	Q112.0.1	Kingdom as reward. Linked to Ireland, Referenced in Jewish religious texts, Linked to India
39419	Q112.0.1.1	Kingdom as reward for piety. Linked to Ireland, Referenced in Jewish religious texts
39420	Q112.0.1.2	Kingdom as reward for poem. Linked to Iceland
39421	Q112.0.1.3	Kingdom as reward for finding abducted princess. Linked to Iceland
39422	Q112.0.2	Half of property as reward. Linked to India
39423	Q112.0.3	Two thirds of kingdom as reward for finding abducted princesses. Linked to Iceland
39424	Q112.0.4	One third of kingdom and the king's daughter as reward for getting victory-stone during the night. Linked to Iceland
39425	Q112.0.5	Kingdom and hand of princess as reward for virtuous life. In languages spoken in Spanish, Linked to Spanish Exempla
39426	Q112.0.6	Dominion over world as reward. Referenced in Jewish religious texts
39427	Q112.0.7	Reward: royal line of descendants. Referenced in Jewish religious texts
39428	Q112.1	Chieftainship as reward. Linked to Tuamotu
39429	Q112.2	Reward: sovereignty for hour (day). Linked to India
39430	Q112.3	Reward: seat next to king. Linked to India
39431	Q113	Knighthood as reward. Found in England
39432	Q113.0.1	High honors as reward. Linked to China
39433	Q113.1	Appointment to earldom as reward for good advice. Linked to Iceland
39434	Q113.2	Appointment as page as reward. Linked to Iceland
39435	Q113.3	High position as reward for piety. Referenced in Jewish religious texts
39436	Q113.4	Appointment to priesthood as reward.
39437	Q113.4.1	Institution of priests and Levites as reward for observance of Sabbath. Referenced in Jewish religious texts
39438	Q114	Gifts as reward. Linked to Ireland
39439	Q114.0.1	Gifts made to advisor. Linked to Ireland
39440	Q114.1	Precious knife and belt as gift on unknown helper's spearshaft outside his tent. Linked to Iceland
39441	Q114.2	Gifts as rewards for gifts. Linked to Iceland
39442	Q114.3	Sword as reward. Linked to Iceland
39443	Q115	Reward: any boon that may be asked. Linked to India, Linked to Ireland, Referenced in Buddhist religious texts
39444	Q115.1	Reward: any boon that may be asked king's wife demanded. Linked to India, Linked to Ireland
39445	Q115.2	King promises daughter she may marry anyone she desires. Linked to India
39446	Q115.3	Reward: any boon that may be asked man asks only for son. Linked to India
39447	Q116	Favorable decree as reward. Linked to Iceland, Linked to Ireland, Referenced in Jewish religious texts
39448	Q116.1	Favorable decree as reward for helping holy person. Linked to Ireland
39449	Q121	Freedom as reward.
39450	Q121.1	Slaves freed as reward. Linked to Iceland
39451	Q135	Wine as reward. Twelve jars of honey-sweet wine as reward for protection. Linked to Greece
39452	Q140	Miraculous or magic rewards.
39453	Q141	Reward: man's cows magically multiply. In languages spoken in Spanish
39454	Q141.1	Monks' who always shared with the poor receive supplies of flour or bread. In languages spoken in Spanish, Linked to Spanish Exempla
39455	Q141.2	Plentiful game animals (fish) as reward. Associated with the tribe Africa (Wakweli), Associated with the tribe So. Am. Indian (Toba)
39456	Q142	Magic treasure as reward for humility. Linked to Ireland
39457	Q143	Superior rebirth as reward. Linked to India, Referenced in Buddhist religious texts
39458	Q144	Reward: hearing voice of God.
39459	Q144.1	Hermit as reward for austerities hears voice of God. Linked to Spanish Exempla, In languages spoken in Spanish
39460	Q145	Miraculously long life as reward. Referenced in Jewish religious texts, Linked to Greece
39461	Q145.0.1	Reward: happiness during last year of life. Referenced in Jewish religious texts
39462	Q145.1	Miraculously long life as reward for hospitality. Linked to Ireland
39463	Q145.1.1	Health as reward for drink. Linked to Iceland
39464	Q145.2	Miraculously long life as reward for integrity. Linked to Ireland
39465	Q146	Reward: end of plague. Linked to India
39466	Q147	Supernatural manifestations at death of pious person. In languages spoken in Spanish, Linked to Finland, Spanning multiple countries: Finnish-Swedish, Linked to Ireland, Linked to Sweden
39467	Q147.1	Body of saint miraculously rolls over to make room in his grave for pious man. In languages spoken in Spanish, Linked to Spanish Exempla
39468	Q147.2	Pope who has warred on wicked nobles refused burial in church. Magic wind blows doors open to show he has right to be buried there. In languages spoken in Spanish, Linked to Spanish Exempla
39469	Q147.3	Death by kiss from God. Referenced in Jewish religious texts
39470	Q149	Miraculous or magic reward miscellaneous.
39471	Q149.1	Color (of animal) as reward for pious act. Linked to Ireland
39472	Q150	Immunity from disaster as reward.
39473	Q150.1	Rescue from deluge as reward. Linked to China, Referenced in Jewish religious texts
39474	Q150.1.1	Lot and family rewarded by being saved from destruction of city. Linked to Spanish Exempla, Referenced in Jewish religious texts, In languages spoken in Spanish
39475	Q150.2	Loss of all evil and corruption as reward. Referenced in Jewish religious texts
39476	Q151	Life spared as reward.
39477	Q151.1	Charitable man's death postponed.
39478	Q151.10	Honest brahman spared by tiger. Linked to India
39479	Q151.11	Man saved from lions as reward. Referenced in Jewish religious texts
39480	Q151.12	Pot of boiling oil thrown at compassionate woman does not harm her. Referenced in Buddhist religious texts
39481	Q151.13	Women rewarded with their lives for excellent dancing. Linked to Tuamotu
39482	Q151.2	Death passes by man who fed his stepmother. Associated with the tribe Africa (Gold Coast)
39483	Q151.3	Hospitable person saved from death.
39484	Q151.4	Faithful old dog threatened with death proves his worth and is spared.
39485	Q151.5	Humble man miraculously saved from drowning. Linked to Ireland
39486	Q151.6	Life spared as reward for hospitality. Linked to Iceland
39487	Q151.7	Life spared as reward for uprightness.
39488	Q151.8	Life spared as reward for bravery and constancy. Centurion tells his enemies to kill him rather than attempt to win him. In languages spoken in Spanish, Linked to Spanish Exempla
39489	Q151.9	Resurrection as reward. Referenced in Jewish religious texts, Linked to China
39490	Q152	City saved from disaster as reward. Linked to China, Found in Hawaii, Referenced in Jewish religious texts
39491	Q152.1	Hospitality of a citizen saves a city from destruction.
39492	Q153	Nature benign and fruitful during reign of good king. Linked to Ireland, Linked to Iceland
39493	Q153.1	Cows white-headed during reign of good king. Linked to Ireland
39494	Q154	Immunity from death by violence as reward. Linked to Ireland
39495	Q154.1	Descendants of man who endured pain without crying out not to meet violent deaths. Linked to Ireland
39496	Q156	Victory as reward for piety. Linked to Ireland
39497	Q157	Escape of hostages miraculously prevented as reward for piety. Linked to Ireland
39498	Q161	Healing as reward.
39499	Q161.1	Sight restored as reward. Linked to Ireland
39500	Q161.2	Healing of disease as reward. Linked to China
39501	Q161.3	Hunchback healed as reward for kindness. Associated with the tribe Africa (Bulu)
39502	Q162	Invulnerability as reward for pious act. Linked to Ireland
39503	Q170	Religious rewards. Referenced in Jewish religious texts
39504	Q171	Immunity from punishment for sin as reward. In languages spoken in Spanish, Linked to Spanish Exempla, Referenced in Jewish religious texts
39505	Q171.1	Forgiveness of sin for acts of charity. Linked to Ireland
39506	Q171.1.1	Husband forgiven for having killed jealous wife: builds monastery and becomes monk in it.
39507	Q172	Reward: admission to heaven. Linked to Ireland, Linked to India, Linked to Spanish Exempla, In languages spoken in Spanish, Referenced in Jewish religious texts
39508	Q172.0.1	Fairy minstrel asks admission to heaven as reward for playing for saint. Linked to Ireland
39509	Q172.0.2	Rewards in heaven. Linked to Iceland
39510	Q172.1	Child taken to heaven: offers food to crucifix. Linked to Ireland, In languages spoken in Spanish, Linked to Lithuania
39511	Q172.2	Man admitted to heaven for single act of charity. Linked to Ireland, In languages spoken in Spanish, Referenced in Jewish religious texts
39512	Q172.2.1	The rich man's trial in heaven. A piece of bread given to a beggar is placed on the scales. In the historic region of Prussia, Linked to Lithuania
39513	Q172.3	Man admitted to heaven as reward for penance. Linked to Spanish Exempla, Found in England, In languages spoken in Spanish
39514	Q172.4	Palace being built in heaven for pious king. Linked to India
39515	Q172.4.1	Rooms in heaven are prepared for good man in heaven. The dead miser asks the living man to give him at least one of them. Linked to Lithuania
39516	Q172.5	Numerous sinners to go to heaven as reward for man's writing hymn. Linked to Ireland
39517	Q172.6	Heaven as reward for renouncement of long life. Linked to Ireland
39518	Q172.7	Man admitted to heaven for remitting tribute. Linked to Ireland
39519	Q172.8	Mother of saint admitted to heaven. Linked to Ireland
39520	Q172.8.1	Saint goes to heaven every Thursday. Linked to Ireland
39521	Q172.9	Deification as reward. Located in Tahiti
39522	Q173	Saint made judge of doom for men of Ireland (as reward). Linked to Ireland
39523	Q174	Reward: release from hell. Linked to Ireland
39524	Q174.1	Release from hell as reward for repentance. Linked to Ireland
39525	Q174.1.1	Saint's requests for releasing souls from hell. Linked to Ireland
39526	Q174.1.1.1	Saint requests that on Doomsday he may bring out of hell, for every hair of his chasuble, seven condemned souls. Linked to Ireland
39527	Q174.1.1.2	God grants to saint the boon that no one buried in any of his churches shall go to hell. Linked to Ireland
39528	Q174.1.1.3	"God grants to saint the boon that two persons are to be rescued from hell by him ""to the end of the world.""" Linked to Ireland
39529	Q174.1.1.4	Saint requests that any person appealing to him at death shall escape hell. Linked to Ireland
39530	Q175	Reward: holy person to be buried and resurrected in one place. Linked to Ireland
39531	Q176	"God gives ""peace and favorable weather"" in consequence of enactment of good law." Linked to Ireland
39532	Q190	Rewards miscellaneous.
39533	Q191	Family line of good man rewarded. Linked to Ireland, Referenced in Jewish religious texts
39534	Q192	Child given as reward for prayer. Referenced in Jewish religious texts
39535	Q193	Crowns and palms as reward. Referenced in Jewish religious texts
39536	Q195	Blessings. Linked to India
39537	Q2	Kind and unkind. Churlish person disregards requests of old person (animal) and is punished. Courteous person (often youngest brother or sister) complies and is rewarded. In languages spoken in Spanish, Linked to Ireland, From the region of French-Canadian, Linked to Canada, Linked to France, From the region of Missouri French
39538	Q20	Piety rewarded. Referenced in Buddhist religious texts, Linked to Spanish Exempla, In languages spoken in Spanish, Referenced in Jewish religious texts, Linked to Ireland, Linked to India, Found in Hawaii
39539	Q20.1	Reward for service of god, hero, or ascetic for a period. Linked to India
39540	Q20.2	Fulfillment of precepts rewarded. Referenced in Jewish religious texts
